EmployeeNumber,NoPartyName,Name,Grade/Atten,Grade,RoundPercent,RawPercent,IncDer,% Missed,TermServed%,VotesInOffice,Presiding?
377319,"Vann, Ivy","Vann, Ivy (D)",D-,D-,25,24.7747747747748,,16,100,50,0
377288,"Cohen, Alan","Cohen, Alan (D)",D-,D-,25,24.7747747747748,,2,100,50,0
377322,"Saunderson, George","Saunderson, George (D)",D-,D-,24,24.3243243243243,,0,100,50,0
377148,"Moffett, Howard","Moffett, Howard (D)",D-,D-,24,24.3243243243243,,22,100,50,0
377280,"Bennett, Travis","Bennett, Travis (D)",D-,D-,24,23.8738738738739,,10,100,50,0
364729,"Eaton, Daniel","Eaton, Daniel (D)",D-,D-,24,23.8738738738739,,22,100,50,0
377143,"McNamara, Richard","McNamara, Richard (D)",D-,D-,23,23.4234234234234,,18,100,50,0
376676,"Thomas, Yvonne","Thomas, Yvonne (D)",D-,D-,23,23.4234234234234,,18,100,50,0
377318,"Treleaven, Susan","Treleaven, Susan (D)",D-,D-,23,22.972972972973,,14,100,50,0
377307,"Luneau, David","Luneau, David (I)",D-,D-,23,22.972972972973,,28,100,50,0
377170,"Smith, Timothy","Smith, Timothy (D)",D-,D-,23,22.5225225225225,,6,100,50,0
376816,"Gidge, Kenneth","Gidge, Kenneth (D)",D-,D-,22,22.0720720720721,,18,100,50,0
377082,"Carson, Clyde","Carson, Clyde (D)",D-,D-,22,22.0720720720721,,8,100,50,0
376139,"Leishman, Peter","Leishman, Peter (D)",D-,D-,22,21.6216216216216,,14,100,50,0
377039,"Tatro, Bruce","Tatro, Bruce (D)",D-,D-,22,21.6216216216216,,10,100,50,0
377303,"Herbert, Christopher","Herbert, Christopher (D)",D-,D-,22,21.6216216216216,,18,100,50,0
377160,"Ratzki, Mario","Ratzki, Mario (D)",D-,D-,21,21.1711711711712,,2,100,50,0
375817,"Bradley, Paula","Bradley, Paula (D)",D-,D-,21,21.1711711711712,,4,100,50,0
376227,"Goley, Jeffrey","Goley, Jeffrey (D)",D-,D-,21,21.1711711711712,,12,100,50,0
377295,"Francese, Paula","Francese, Paula (D)",D-,D-,21,21.1711711711712,,10,100,50,0
377188,"Ward, Gerald","Ward, Gerald (D)",D-,D-,21,20.7207207207207,,6,100,50,0
377186,"Verschueren, James","Verschueren, James (D)",D-,D-,21,20.7207207207207,,8,100,50,0
377176,"Sykes, George","Sykes, George (D)",D-,D-,21,20.7207207207207,,12,100,50,0
377126,"Jack, Martin","Jack, Martin (D)",D-,D-,21,20.7207207207207,,0,100,50,0
376763,"Borden, David","Borden, David (D)",D-,D-,20,20.2702702702703,,6,100,50,0
374413,"Cote, David","Cote, David (D)",D-,D-,20,20.2702702702703,,16,100,50,0
376228,"Gorman, Mary","Gorman, Mary (D)",D-,D-,20,20.2702702702703,,2,100,50,0
376894,"White, Andrew","White, Andrew (D)",D-,D-,20,20.2702702702703,,32,100,50,0
377001,"Patten, Dick","Patten, Dick (D)",D-,D-,20,20.2702702702703,,8,100,50,0
377297,"Froburg, Alethea","Froburg, Alethea (D)",D-,D-,20,20.2702702702703,,18,100,50,0
376645,"Buco, Thomas","Buco, Thomas (D)",D-,D-,20,19.8198198198198,,16,100,50,0
377181,"Ticehurst, Susan","Ticehurst, Susan (D)",D-,D-,20,19.8198198198198,,0,100,50,0
377006,"Porter, Marjorie","Porter, Marjorie (D)",D-,D-,20,19.8198198198198,,16,100,50,0
376883,"Ward, Kenneth","Ward, Kenneth (D)",D-,D-,20,19.8198198198198,,22,100,50,0
377127,"Karrick, David","Karrick, David (D)",F,F,19,19.3693693693694,,2,100,50,0
376278,"Spang, Judith","Spang, Judith (D)",F,F,19,19.3693693693694,,4,100,50,0
376916,"Chase, Cynthia","Chase, Cynthia (D)",F,F,19,19.3693693693694,,6,100,50,0
377120,"Higgins, Patricia","Higgins, Patricia (D)",F,F,19,18.9189189189189,,10,100,50,0
376111,"Cushing, Robert","Cushing, Robert (D)",F,F,19,18.9189189189189,,0,100,50,0
377197,"Brown, Pamela","Brown, Pamela (D)",F,F,19,18.9189189189189,,6,100,50,0
376869,"Soucy, Timothy","Soucy, Timothy (D)",F,F,19,18.9189189189189,,0,100,50,0
376077,"Kaen, Naida","Kaen, Naida (D)",F,F,18,18.4684684684685,,2,100,50,0
377309,"McBeath, Rebecca","McBeath, Rebecca (D)",F,F,18,18.4684684684685,,4,100,50,0
376728,"Wheeler, Deborah","Wheeler, Deborah (D)",F,F,18,18.4684684684685,,18,100,50,0
377172,"Stevens, Audrey","Stevens, Audrey (D)",F,F,18,18.4684684684685,,6,100,50,0
377112,"Hansberry, Daniel","Hansberry, Daniel (D)",F,F,18,18.018018018018,,16,100,50,0
377070,"Bixby, Peter","Bixby, Peter (D)",F,F,18,18.018018018018,,0,100,50,0
377302,"Hennessey, Martha","Hennessey, Martha (D)",F,F,18,18.018018018018,,16,100,50,0
376662,"Butler, Edward","Butler, Edward (D)",F,F,18,18.018018018018,,8,100,50,0
377121,"Hirsch, Geoffrey","Hirsch, Geoffrey (D)",F,F,18,18.018018018018,,8,100,50,0
375829,"Cloutier, John","Cloutier, John (D)",F,F,18,18.018018018018,,0,100,50,0
376696,"Long, Patrick","Long, Patrick (D)",F,F,18,18.018018018018,,10,100,50,0
377169,"Sherman, Thomas","Sherman, Thomas (D)",F,F,18,18.018018018018,,8,100,50,0
377289,"Cornell, Patricia","Cornell, Patricia (D)",F,F,18,18.018018018018,,6,100,50,0
376692,"Sullivan, Daniel","Sullivan, Daniel (D)",F,F,18,17.5675675675676,,4,100,50,0
376937,"Frazer, June","Frazer, June (D)",F,F,18,17.5675675675676,,2,100,50,0
376970,"Lovejoy, Patricia","Lovejoy, Patricia (D)",F,F,17,17.1171171171171,,0,100,50,0
377158,"Phillips, Larry","Phillips, Larry (D)",F,F,17,17.1171171171171,,2,100,50,0
377093,"Ebel, Karen","Ebel, Karen (D)",F,F,17,17.1171171171171,,0,100,50,0
377199,"Heath, Mary","Heath, Mary (D)",F,F,17,17.1171171171171,,6,100,50,0
377091,"DiSilvestro, Linda","DiSilvestro, Linda (D)",F,F,17,17.1171171171171,,8,100,50,0
377198,"O'Neil, William","O'Neil, William (D)",F,F,17,16.6666666666667,,12,100,50,0
368423,"Wallner, Mary Jane","Wallner, Mary Jane (D)",F,F,17,16.6666666666667,,6,100,50,0
376088,"Moynihan, Wayne","Moynihan, Wayne (D)",F,F,16,16.2162162162162,,4,100,50,0
377060,"Alicea, Caroletta","Alicea, Caroletta (D)",F,F,16,16.2162162162162,,4,100,50,0
373514,"Nordgren, Sharon","Nordgren, Sharon (D)",F,F,16,16.2162162162162,,8,100,50,0
377281,"Berrien, Skip","Berrien, Skip (D)",F,F,16,16.2162162162162,,0,100,50,0
377314,"Simpson, Alexis","Simpson, Alexis (D)",F,F,16,16.2162162162162,,2,100,50,0
376521,"Schmidt, Peter","Schmidt, Peter (D)",F,F,16,16.2162162162162,,0,100,50,0
377298,"Gordon, Pamela","Gordon, Pamela (D)",F,F,16,16.2162162162162,,0,100,50,0
376318,"Cooney, Mary","Cooney, Mary (D)",F,F,16,16.2162162162162,,0,100,50,0
376622,"Rosenwald, Cindy","Rosenwald, Cindy (D)",F,F,16,15.7657657657658,,10,100,50,0
373142,"Burton, Wayne","Burton, Wayne (D)",F,F,16,15.7657657657658,,8,100,50,0
377168,"Shepardson, Marjorie","Shepardson, Marjorie (D)",F,F,15,15.3153153153153,,0,100,50,0
376510,"Parkhurst, Henry","Parkhurst, Henry (D)",F,F,15,15.3153153153153,,6,100,50,0
377321,"Abel, Richard","Abel, Richard (D)",F,F,15,15.3153153153153,,0,100,50,0
366385,"Pantelakos, Laura","Pantelakos, Laura (D)",F,F,15,15.3153153153153,,2,100,50,0
376877,"Townsend, Charles","Townsend, Charles (D)",F,F,15,15.3153153153153,,0,100,50,0
376882,"Walsh, Robert","Walsh, Robert (D)",F,F,15,15.3153153153153,,0,100,50,0
377153,"Myler, Mel","Myler, Mel (D)",F,F,15,14.8648648648649,,4,100,50,0
376652,"Shattuck, Gilman","Shattuck, Gilman (D)",F,F,15,14.8648648648649,,2,100,50,0
376191,"Cali-Pitts, Jacqueline","Cali-Pitts, Jacqueline (D)",F,F,15,14.8648648648649,,4,100,50,0
377308,"Maes, Kevin","Maes, Kevin (D)",F,F,15,14.8648648648649,,2,100,50,0
377139,"Manley, Jonathan","Manley, Jonathan (D)",CT,CT,14,14.4144144144144,,0,100,50,0
376826,"Horrigan, Timothy","Horrigan, Timothy (D)",CT,CT,14,14.4144144144144,,0,100,50,0
376780,"Gottling, Suzanne","Gottling, Suzanne (D)",CT,CT,14,14.4144144144144,,8,100,50,0
376720,"O'Brien, Michael","O'Brien, Michael (D)",CT,CT,14,14.4144144144144,,2,100,50,0
376781,"Gagnon, Raymond","Gagnon, Raymond (D)",CT,CT,14,14.4144144144144,,0,100,50,0
377200,"Mangipudi, Latha","Mangipudi, Latha (D)",CT,CT,14,13.963963963964,,4,100,50,0
377064,"Backus, Robert","Backus, Robert (D)",CT,CT,14,13.5135135135135,,0,100,50,0
376584,"Harvey, Suzanne","Harvey, Suzanne (D)",CT,CT,14,13.5135135135135,,0,100,50,0
377296,"Freitas, Mary","Freitas, Mary (D)",CT,CT,14,13.5135135135135,,0,100,50,0
375918,"Robertson, Timothy","Robertson, Timothy (D)",CT,CT,14,13.5135135135135,,0,100,50,0
377315,"Snow, Kendall","Snow, Kendall (D)",CT,CT,14,13.5135135135135,,0,100,50,0
377279,"Abbott, Michael","Abbott, Michael (D)",CT,CT,14,13.5135135135135,,0,100,50,0
377193,"Woodbury, David","Woodbury, David (D)",CT,CT,14,13.5135135135135,,0,100,50,0
377117,"Heffron, Frank","Heffron, Frank (D)",CT,CT,14,13.5135135135135,,0,100,50,0
377066,"Bartlett, Christy","Bartlett, Christy (D)",CT,CT,14,13.5135135135135,,4,100,50,0
377192,"Williams, Kermit","Williams, Kermit (D)",CT,CT,13,13.0630630630631,,4,100,50,0
376668,"Weber, Lucy","Weber, Lucy (D)",CT,CT,13,12.6126126126126,,6,100,50,0
372557,"Wall, Janet","Wall, Janet (D)",CT,CT,13,12.6126126126126,,0,100,50,0
377119,"Henle, Paul","Henle, Paul (D)",CT,CT,13,12.6126126126126,,0,100,50,0
377292,"Doherty, David","Doherty, David (D)",CT,CT,13,12.6126126126126,,2,100,50,0
376516,"Rollo, Deanna","Rollo, Deanna (D)",CT,CT,13,12.6126126126126,,0,100,50,0
376813,"Ford, Susan","Ford, Susan (D)",CT,CT,13,12.6126126126126,,8,100,50,0
377304,"Kenison, Linda","Kenison, Linda (D)",CT,CT,13,12.6126126126126,,2,100,50,0
377291,"DiSesa, Len","DiSesa, Len (D)",CT,CT,13,12.6126126126126,,0,100,50,0
376866,"Smith, Suzanne","Smith, Suzanne (D)",CT,CT,13,12.6126126126126,,0,100,50,0
377068,"Berch, Paul","Berch, Paul (D)",CT,CT,13,12.6126126126126,,0,100,50,0
376123,"Gile, Mary","Gile, Mary (D)",CT,CT,12,12.1621621621622,,2,100,50,0
377316,"Southworth, Thomas","Southworth, Thomas (D)",CT,CT,12,12.1621621621622,,4,100,50,0
376862,"Schuett, Dianne","Schuett, Dianne (D)",CT,CT,12,11.7117117117117,,0,100,50,0
376095,"Almy, Susan","Almy, Susan (D)",CT,CT,12,11.7117117117117,,0,100,50,0
376667,"Sad, Tara","Sad, Tara (D)",CT,CT,12,11.7117117117117,,0,100,50,0
377079,"Cahill, Michael","Cahill, Michael (D)",CT,CT,11,10.8108108108108,,0,100,50,0
376028,"MacKay, James","MacKay, James (D)",CT,CT,11,10.8108108108108,,0,100,50,0
375919,"Rogers, Katherine","Rogers, Katherine (D)",CT,CT,11,10.8108108108108,,4,100,50,0
377777,"Green, Dennis","Green, Dennis (R)",Inc,CT,10,9.90990990990991,Inc,0,18,9,0
377061,"Ames, Richard","Ames, Richard (D)",CT,CT,9,9.00900900900901,,0,100,50,0
376628,"Shurtleff, Stephen","Shurtleff, Stephen (D)",CT,CT,9,9.00900900900901,,0,100,50,0
377063,"Baber, William","Baber, William (D)",CT,CT,9,9.00900900900901,,0,100,50,0
377284,"Dean-Bailey, Yvonne","Dean-Bailey, Yvonne (R)",Inc,CT,8,8.10810810810811,Inc,0,10,5,0
377238,"Howe, Ann","Howe, Ann (R)",Inc,CT,5,4.5045045045045,Inc,0,4,2,0
377218,"Dobson, Brian","Dobson, Brian (R)",Inc,CT,2,2.25225225225225,Inc,4,4,2,0
