FullName,LastFirst,FirstName,LastName,Party,County,District,FormattedDistrict,EmployeeNo,InOfficeCount,PossibleVoteCount,CorrectVoteCount,IncorrectVoteCount,AbsenceCount,PresidingCount,MaxLegislatorScore,RawScore,PercentMissed,VotingPercent,VotingGrade,SponsorRawScore,Sponsor % Boost,CombinedPercent,CombinedGrade,** Reformatted for document->,Name,Voting %,Sponsor,Grade
Rep. Betsy McKinney (R),"McKinney, Betsy",Betsy,McKinney,R,Rockingham,5,Rockingham-5,331314,85,85,48,20,17,0,256,174.5,20,68.2,B-,0,0.0,68.2,B-,,"McKinney, Betsy",68.2,0.0,B-
Rep. Jim Fedolfi (R),"Fedolfi, Jim",Jim,Fedolfi,R,Hillsborough,1,Hillsborough-1,408299,85,85,43,19,23,0,256,174,27.1,68,B-,0.33333334326744,0.1,68.1,B-,,"Fedolfi, Jim",68,0.3,B-
Rep. Paul Somero (R),"Somero, Paul",Paul,Somero,R,Hillsborough,25,Hillsborough-25,408344,85,85,47,18,20,0,256,174,23.5,68,B-,0,0.0,68,B-,,"Somero, Paul",68,0.0,B-
Rep. John Plumer (R),"Plumer, John",John,Plumer,R,Belknap,6,Belknap-6,408272,85,85,46,19,20,0,256,173.5,23.5,67.8,B-,0,0.0,67.8,B-,,"Plumer, John",67.8,0.0,B-
Rep. Jody McNally (R),"McNally, Jody",Jody,McNally,R,Strafford,10,Strafford-10,408441,85,85,56,29,0,0,256,173,0,67.6,B-,0,0.0,67.6,B-,,"McNally, Jody",67.6,0.0,B-
Rep. Thomas Walsh (R),"Walsh, Thomas",Thomas,Walsh,R,Merrimack,24,Merrimack-24,377187,85,85,37,14,34,0,256,171,40,66.8,C+,2,0.8,67.6,B-,,"Walsh, Thomas",66.8,2.0,B-
Rep. James Belanger (R),"Belanger, James",James,Belanger,R,Hillsborough,27,Hillsborough-27,376904,85,85,50,30,5,0,256,172,5.9,67.2,B-,0,0.0,67.2,B-,,"Belanger, James",67.2,0.0,B-
Rep. Daniel Donovan (R),"Donovan, Daniel",Daniel,Donovan,R,Hillsborough,2,Hillsborough-2,376932,85,85,55,27,3,0,256,172,3.5,67.2,B-,0,0.0,67.2,B-,,"Donovan, Daniel",67.2,0.0,B-
Rep. John Hunt (R),"Hunt, John",John,Hunt,R,Cheshire,11,Cheshire-11,372375,85,85,55,30,0,0,256,172,0,67.2,B-,0,0.0,67.2,B-,,"Hunt, John",67.2,0.0,B-
Rep. Troy Merner (R),"Merner, Troy",Troy,Merner,R,Coos,7,Coos-7,408060,85,85,48,24,13,0,256,172,15.3,67.2,B-,0,0.0,67.2,B-,,"Merner, Troy",67.2,0.0,B-
Rep. John Sytek (R),"Sytek, John",John,Sytek,R,Rockingham,8,Rockingham-8,375692,85,85,53,27,5,0,256,173,5.9,67.6,B-,-1,-0.4,67.2,B-,,"Sytek, John",67.6,-1.0,B-
Rep. John Mullen (R),"Mullen, John",John,Mullen,R,Strafford,1,Strafford-1,377149,85,85,54,31,0,0,256,171,0,66.8,C+,0,0.0,66.8,C+,,"Mullen, John",66.8,0.0,C+
Rep. Patrick Abrami (R),"Abrami, Patrick",Patrick,Abrami,R,Rockingham,19,Rockingham-19,376897,85,85,53,32,0,0,256,169,0,66,C+,1.33333337306976,0.5,66.5,C+,,"Abrami, Patrick",66,1.3,C+
Rep. John O'Connor (R),"O'Connor, John",John T.,O'Connor,R,Rockingham,6,Rockingham-6,376993,85,85,52,32,1,0,256,170,1.2,66.4,C+,0,0.0,66.4,C+,,"O'Connor, John T.",66.4,0.0,C+
Rep. Brad Bailey (R),"Bailey, Brad",Brad,Bailey,R,Grafton,14,Grafton-14,377065,85,85,44,20,21,0,256,169,24.7,66,C+,0,0.0,66,C+,,"Bailey, Brad",66,0.0,C+
Rep. Arthur Barnes (R),"Barnes, Arthur",Arthur,Barnes,R,Rockingham,8,Rockingham-8,377206,85,85,48,22,15,0,256,169,17.6,66,C+,0,0.0,66,C+,,"Barnes, Arthur",66,0.0,C+
Rep. Franklin Tilton (R),"Tilton, Franklin",Franklin,Tilton,R,Belknap,3,Belknap-3,376632,85,85,51,31,3,0,256,169,3.5,66,C+,0,0.0,66,C+,,"Tilton, Franklin",66,0.0,C+
Rep. Douglas Long (R),"Long, Douglas",Douglas,Long,R,Merrimack,4,Merrimack-4,377247,85,85,47,25,13,0,256,168,15.3,65.6,C+,0,0.0,65.6,C+,,"Long, Douglas",65.6,0.0,C+
Rep. Norman Major (R),"Major, Norman",Norman,Major,R,Rockingham,14,Rockingham-14,376087,85,85,47,27,11,0,256,165.5,12.9,64.6,C+,2,0.8,65.4,C+,,"Major, Norman",64.6,2.0,C+
Rep. Robert Graham (R),"Graham, Robert",Robert,Graham,R,Strafford,1,Strafford-1,377324,85,85,47,26,12,0,256,166.5,14.1,65,C+,0,0.0,65,C+,,"Graham, Robert",65,0.0,C+
Rep. Kathleen Hoelzel (R),"Hoelzel, Kathleen",Kathleen,Hoelzel,R,Rockingham,3,Rockingham-3,373860,85,85,54,31,0,0,256,166,0,64.8,C+,0,0.0,64.8,C+,,"Hoelzel, Kathleen",64.8,0.0,C+
Rep. Mark Pearson (R),"Pearson, Mark",Mark,Pearson,R,Rockingham,34,Rockingham-34,408749,85,85,52,30,3,0,256,165,3.5,64.5,C+,0.666666686534881,0.3,64.8,C+,,"Pearson, Mark",64.5,0.7,C+
Rep. Charlie Burns (R),"Burns, Charlie",Charlie,Burns,R,Hillsborough,23,Hillsborough-23,408340,85,85,41,13,31,0,256,164,36.5,64.1,C+,0,0.0,64.1,C+,,"Burns, Charlie",64.1,0.0,C+
Rep. Mary Griffin (R),"Griffin, Mary",Mary,Griffin,R,Rockingham,7,Rockingham-7,376126,85,85,53,32,0,0,256,164,0,64.1,C+,0,0.0,64.1,C+,,"Griffin, Mary",64.1,0.0,C+
Rep. David Milz (R),"Milz, David",David,Milz,R,Rockingham,6,Rockingham-6,377147,85,85,51,34,0,0,256,164,0,64.1,C+,0,0.0,64.1,C+,,"Milz, David",64.1,0.0,C+
Rep. Bill Nelson (R),"Nelson, Bill",Bill,Nelson,R,Carroll,5,Carroll-5,377154,85,85,47,30,8,0,256,164,9.4,64.1,C+,0,0.0,64.1,C+,,"Nelson, Bill",64.1,0.0,C+
Rep. Peter Spanos (R),"Spanos, Peter",Peter,Spanos,R,Belknap,3,Belknap-3,377263,85,85,51,30,4,0,256,164,4.7,64.1,C+,0,0.0,64.1,C+,,"Spanos, Peter",64.1,0.0,C+
Rep. Robert Theberge (R),"Theberge, Robert",Robert,Theberge,R,Coos,3,Coos-3,376532,85,85,44,24,17,0,256,164,20,64.1,C+,0,0.0,64.1,C+,,"Theberge, Robert",64.1,0.0,C+
Rep. Elizabeth Edwards (D),"Edwards, Elizabeth",Elizabeth,Edwards,D,Hillsborough,11,Hillsborough-11,377294,85,85,33,20,32,0,256,160,37.6,62.5,C+,3.33333337306976,1.3,63.8,C+,,"Edwards, Elizabeth",62.5,3.3,C+
Rep. James Horgan (R),"Horgan, James",James,Horgan,R,Strafford,2,Strafford-2,408434,85,85,41,20,24,0,256,163,28.2,63.7,C+,0,0.0,63.7,C+,,"Horgan, James",63.7,0.0,C+
Rep. Robert L'Heureux (R),"L'Heureux, Robert",Robert,L'Heureux,R,Hillsborough,21,Hillsborough-21,374561,85,85,48,32,5,0,256,163,5.9,63.7,C+,0,0.0,63.7,C+,,"L'Heureux, Robert",63.7,0.0,C+
Rep. John Graham (R),"Graham, John",John,Graham,R,Hillsborough,7,Hillsborough-7,376343,85,85,53,31,1,0,256,161,1.2,62.9,C+,1.33333337306976,0.5,63.4,C+,,"Graham, John",62.9,1.3,C+
Rep. Frank Byron (R),"Byron, Frank",Frank,Byron,R,Hillsborough,20,Hillsborough-20,377078,85,85,50,27,8,0,256,162,9.4,63.3,C+,0,0.0,63.3,C+,,"Byron, Frank",63.3,0.0,C+
Rep. John Janigian (R),"Janigian, John",John,Janigian,R,Rockingham,8,Rockingham-8,408412,85,85,47,26,12,0,256,162,14.1,63.3,C+,0,0.0,63.3,C+,,"Janigian, John",63.3,0.0,C+
Rep. Steven Smith (R),"Smith, Steven",Steven,Smith,R,Sullivan,11,Sullivan-11,377031,85,85,50,28,7,0,256,161,8.2,62.9,C+,0.666666686534881,0.3,63.2,C+,,"Smith, Steven",62.9,0.7,C+
Rep. Richard Hinch (R),"Hinch, Richard",Richard,Hinch,R,Hillsborough,21,Hillsborough-21,376823,85,85,52,33,0,0,256,161,0,62.9,C+,-0.833333313465118,-0.3,62.6,C+,,"Hinch, Richard",62.9,-0.8,C+
Rep. Barbara Griffin (R),"Griffin, Barbara",Barbara,Griffin,R,Hillsborough,6,Hillsborough-6,377233,85,85,46,25,14,0,256,159,16.5,62.1,C+,0,0.0,62.1,C+,,"Griffin, Barbara",62.1,0.0,C+
Rep. John Leavitt (R),"Leavitt, John",John,Leavitt,R,Merrimack,24,Merrimack-24,408381,85,85,30,12,43,0,256,158.5,50.6,61.9,Inc,0,0.0,61.9,Inc,,"Leavitt, John",61.9,0.0,Inc
Rep. David Danielson (R),"Danielson, David",David,Danielson,R,Hillsborough,7,Hillsborough-7,377089,85,85,46,32,7,0,256,158.5,8.2,61.9,C+,-0.5,-0.2,61.7,C+,,"Danielson, David",61.9,-0.5,C+
Rep. Erin Hennessey (R),"Hennessey, Erin",Erin,Hennessey,R,Grafton,1,Grafton-1,377235,85,85,48,31,6,0,256,158,7.1,61.7,C+,0,0.0,61.7,C+,,"Hennessey, Erin",61.7,0.0,C+
Rep. Stephen Schmidt (R),"Schmidt, Stephen",Stephen,Schmidt,R,Carroll,6,Carroll-6,377019,85,85,45,31,9,0,256,158,10.6,61.7,C+,0,0.0,61.7,C+,,"Schmidt, Stephen",61.7,0.0,C+
Rep. Gregory Smith (R),"Smith, Gregory",Gregory,Smith,R,Hillsborough,37,Hillsborough-37,377262,85,85,19,5,61,0,256,157,71.8,61.3,Inc,0,0.0,61.3,Inc,,"Smith, Gregory",61.3,0.0,Inc
Rep. John Valera (R),"Valera, John",John,Valera,R,Hillsborough,38,Hillsborough-38,408361,85,85,23,2,60,0,256,156.5,70.6,61.1,Inc,0,0.0,61.1,Inc,,"Valera, John",61.1,0.0,Inc
Rep. David Welch (R),"Welch, David",David,Welch,R,Rockingham,13,Rockingham-13,330795,85,85,49,34,2,0,256,156.5,2.4,61.1,C+,0,0.0,61.1,C+,,"Welch, David",61.1,0.0,C+
Rep. Mary Allen (R),"Allen, Mary",Mary,Allen,R,Rockingham,15,Rockingham-15,376426,85,85,47,33,5,0,256,155.5,5.9,60.7,C+,0,0.0,60.7,C+,,"Allen, Mary",60.7,0.0,C+
Rep. Phyllis Katsakiores (R),"Katsakiores, Phyllis",Phyllis,Katsakiores,R,Rockingham,6,Rockingham-6,332247,85,85,48,31,6,0,256,154.5,7.1,60.4,C+,0,0.0,60.4,C+,,"Katsakiores, Phyllis",60.4,0.0,C+
Rep. David Lundgren (R),"Lundgren, David",David,Lundgren,R,Rockingham,5,Rockingham-5,376972,85,85,32,14,39,0,256,154.5,45.9,60.4,C+,0,0.0,60.4,C+,,"Lundgren, David",60.4,0.0,C+
Rep. Brian Chirichiello (R),"Chirichiello, Brian",Brian,Chirichiello,R,Rockingham,6,Rockingham-6,376917,85,85,31,18,36,0,256,154,42.4,60.2,C+,0,0.0,60.2,C+,,"Chirichiello, Brian",60.2,0.0,C+
Rep. John Klose (R),"Klose, John",John,Klose,R,Merrimack,21,Merrimack-21,374140,85,85,46,35,4,0,256,154,4.7,60.2,C+,0,0.0,60.2,C+,,"Klose, John",60.2,0.0,C+
Rep. Sean Morrison (R),"Morrison, Sean",Sean,Morrison,R,Rockingham,9,Rockingham-9,408415,85,85,46,27,12,0,256,154,14.1,60.2,C+,2.98023223876953E-08,0.0,60.2,C+,,"Morrison, Sean",60.2,0.0,C+
Rep. Richard Tripp (R),"Tripp, Richard",Richard,Tripp,R,Rockingham,6,Rockingham-6,408408,85,85,40,21,24,0,256,153.5,28.2,60,C+,0,0.0,60,C+,,"Tripp, Richard",60,0.0,C+
Rep. Terry Wolf (R),"Wolf, Terry",Terry,Wolf,R,Hillsborough,7,Hillsborough-7,377275,85,85,47,35,3,0,256,152,3.5,59.4,C,0,0.0,59.4,C,,"Wolf, Terry",59.4,0.0,C
Rep. William Marsh (R),"Marsh, William",William,Marsh,R,Carroll,8,Carroll-8,408279,85,85,48,36,1,0,256,151,1.2,59,C,0.666666686534881,0.3,59.3,C,,"Marsh, William",59,0.7,C
Rep. William Friel (R),"Friel, William",William,Friel,R,Rockingham,14,Rockingham-14,377099,85,85,32,22,31,0,256,150.5,36.5,58.8,C,0,0.0,58.8,C,,"Friel, William",58.8,0.0,C
Rep. Anthony Pellegrino (R),"Pellegrino, Anthony",Anthony,Pellegrino,R,Hillsborough,21,Hillsborough-21,376848,85,85,28,13,44,0,256,150.5,51.8,58.8,Inc,0,0.0,58.8,Inc,,"Pellegrino, Anthony",58.8,0.0,Inc
Rep. Chris Christensen (R),"Christensen, Chris",Chris,Christensen,R,Hillsborough,21,Hillsborough-21,376314,85,85,41,33,11,0,256,150,12.9,58.6,C,0,0.0,58.6,C,,"Christensen, Chris",58.6,0.0,C
Rep. Betty Gay (R),"Gay, Betty",Betty,Gay,R,Rockingham,8,Rockingham-8,408411,85,85,47,38,0,0,256,150,0,58.6,C,0,0.0,58.6,C,,"Gay, Betty",58.6,0.0,C
Rep. Franklin Sterling (R),"Sterling, Franklin",Franklin,Sterling,R,Cheshire,14,Cheshire-14,376871,85,85,42,30,13,0,256,150,15.3,58.6,C,0,0.0,58.6,C,,"Sterling, Franklin",58.6,0.0,C
Rep. Karen Umberger (R),"Umberger, Karen",Karen,Umberger,R,Carroll,2,Carroll-2,376879,85,85,45,35,5,0,256,150,5.9,58.6,C,0,0.0,58.6,C,,"Umberger, Karen",58.6,0.0,C
Rep. Yvonne Dean-Bailey (R),"Dean-Bailey, Yvonne",Yvonne,Dean-Bailey,R,Rockingham,32,Rockingham-32,377284,71,85,15,3,53,0,219,127,78.8,58,Inc,1.00000002980232,0.4,58.4,Inc,,"Dean-Bailey, Yvonne",58,1.0,Inc
Rep. Vincent Paul Migliore (R),"Migliore, Vincent Paul",Vincent Paul,Migliore,R,Grafton,9,Grafton-9,408809,85,85,44,32,9,0,256,151.5,10.6,59.2,C,-2.5,-1.0,58.2,C,,"Migliore, Vincent Paul",59.2,-2.5,C
Rep. Robert Nigrello (R),"Nigrello, Robert",Robert,Nigrello,R,Rockingham,16,Rockingham-16,377155,85,85,41,33,11,0,256,148.5,12.9,58,C,0,0.0,58,C,,"Nigrello, Robert",58,0.0,C
Rep. Francis Chase (R),"Chase, Francis",Francis,Chase,R,Rockingham,20,Rockingham-20,377212,85,85,26,17,42,0,256,148,49.4,57.8,C,0,0.0,57.8,C,,"Chase, Francis",57.8,0.0,C
Rep. John Manning (R),"Manning, John",John,Manning,R,Rockingham,8,Rockingham-8,376492,85,85,28,20,37,0,256,148,43.5,57.8,C,0,0.0,57.8,C,,"Manning, John",57.8,0.0,C
Rep. Richard Barry (R),"Barry, Richard",Richard,Barry,R,Hillsborough,21,Hillsborough-21,376711,85,85,32,22,31,0,256,146,36.5,57,C,1.5,0.6,57.6,C,,"Barry, Richard",57,1.5,C
Rep. Jim Nasser (R),"Nasser, Jim",Jim,Nasser,R,Rockingham,2,Rockingham-2,408387,85,85,26,15,44,0,256,147.5,51.8,57.6,Inc,0,0.0,57.6,Inc,,"Nasser, Jim",57.6,0.0,Inc
Rep. Francis Gauthier (R),"Gauthier, Francis",Francis,Gauthier,R,Sullivan,3,Sullivan-3,408451,85,85,17,3,65,0,256,146,76.5,57,Inc,0,0.0,57,Inc,,"Gauthier, Francis",57,0.0,Inc
Rep. David Pierce (R),"Pierce, David",David,Pierce,R,Hillsborough,6,Hillsborough-6,377256,85,85,46,38,1,0,256,146,1.2,57,C,-1,-0.4,56.6,C,,"Pierce, David",57,-1.0,C
Rep. John O'Connor (R),"O'Connor, John",John J.,O'Connor,R,Sullivan,4,Sullivan-4,408726,85,85,20,12,53,0,256,144.5,62.4,56.4,Inc,0,0.0,56.4,Inc,,"O'Connor, John J.",56.4,0.0,Inc
Rep. Frank Kotowski (R),"Kotowski, Frank",Frank,Kotowski,R,Merrimack,24,Merrimack-24,376831,85,85,32,28,25,0,256,141.5,29.4,55.3,C,2.5,1.0,56.3,C,,"Kotowski, Frank",55.3,2.5,C
Rep. Dennis Fields (R),"Fields, Dennis",Dennis,Fields,R,Belknap,4,Belknap-4,369207,85,85,46,37,2,0,256,143,2.4,55.9,C,0,0.0,55.9,C,,"Fields, Dennis",55.9,0.0,C
Rep. Steven Woitkun (R),"Woitkun, Steven",Steven,Woitkun,R,Rockingham,12,Rockingham-12,377274,85,85,19,12,54,0,256,143,63.5,55.9,Inc,0,0.0,55.9,Inc,,"Woitkun, Steven",55.9,0.0,Inc
Rep. John Carr (R),"Carr, John",John,Carr,R,Hillsborough,26,Hillsborough-26,408345,85,85,26,19,40,0,256,142.5,47.1,55.7,C,0,0.0,55.7,C,,"Carr, John",55.7,0.0,C
Rep. Aboul Khan (R),"Khan, Aboul",Aboul,Khan,R,Rockingham,20,Rockingham-20,377130,85,85,39,37,9,0,256,142.5,10.6,55.7,C,0,0.0,55.7,C,,"Khan, Aboul",55.7,0.0,C
Rep. Mark Proulx (R),"Proulx, Mark",Mark,Proulx,R,Hillsborough,44,Hillsborough-44,377007,85,85,44,37,4,0,256,142.5,4.7,55.7,C,0,0.0,55.7,C,,"Proulx, Mark",55.7,0.0,C
Rep. Rick Ladd (R),"Ladd, Rick",Rick,Ladd,R,Grafton,4,Grafton-4,376832,85,85,40,29,16,0,256,143.5,18.8,56.1,C,-1.33333331346511,-0.5,55.6,C,,"Ladd, Rick",56.1,-1.3,C
Rep. Bonnie Ham (R),"Ham, Bonnie",Bonnie,Ham,R,Grafton,5,Grafton-5,375853,85,85,36,32,17,0,256,142,20,55.5,C,0,0.0,55.5,C,,"Ham, Bonnie",55.5,0.0,C
Rep. Donald LeBrun (R),"LeBrun, Donald",Donald,LeBrun,R,Hillsborough,32,Hillsborough-32,376966,85,85,51,32,2,0,256,157,2.4,61.3,C+,-15.5,-6.1,55.2,C,,"LeBrun, Donald",61.3,-15.5,C
Rep. Philip Bean (R),"Bean, Philip",Philip,Bean,R,Rockingham,21,Rockingham-21,408423,85,85,40,35,10,0,256,140,11.8,54.7,C,-1,-0.4,54.3,C,,"Bean, Philip",54.7,-1.0,C
Rep. Debra DeSimone (R),"DeSimone, Debra",Debra,DeSimone,R,Rockingham,14,Rockingham-14,376807,85,85,26,24,35,0,256,137,41.2,53.5,C,0,0.0,53.5,C,,"DeSimone, Debra",53.5,0.0,C
Rep. Nick Zaricki (R),"Zaricki, Nick",Nick,Zaricki,R,Hillsborough,6,Hillsborough-6,377278,85,85,5,0,80,0,256,133,94.1,52,Inc,2.33333331346511,0.9,52.9,Inc,,"Zaricki, Nick",52,2.3,Inc
Rep. Eric Schleien (R),"Schleien, Eric",Eric,Schleien,R,Hillsborough,37,Hillsborough-37,377261,85,85,4,0,81,0,256,135,95.3,52.7,Inc,0,0.0,52.7,Inc,,"Schleien, Eric",52.7,0.0,Inc
Rep. Vicki Schwaegler (R),"Schwaegler, Vicki",Vicki,Schwaegler,R,Grafton,3,Grafton-3,408722,85,85,35,37,13,0,256,135,15.3,52.7,C,0,0.0,52.7,C,,"Schwaegler, Vicki",52.7,0.0,C
Rep. Joseph Guthrie (R),"Guthrie, Joseph",Joseph,Guthrie,R,Rockingham,13,Rockingham-13,376127,85,85,39,38,8,0,256,133,9.4,52,C,0,0.0,52,C,,"Guthrie, Joseph",52,0.0,C
Rep. Bing Judd (R),"Judd, Bing",Bing,Judd,R,Coos,1,Coos-1,802595,85,85,7,4,74,0,256,132.5,87.1,51.8,Inc,0,0.0,51.8,Inc,,"Judd, Bing",51.8,0.0,Inc
Rep. Ryan Smith (R),"Smith, Ryan",Ryan,Smith,R,Merrimack,3,Merrimack-3,408370,85,85,3,1,81,0,256,130.5,95.3,51,Inc,0,0.0,51,Inc,,"Smith, Ryan",51,0.0,Inc
Rep. Mariellen MacKay (R),"MacKay, Mariellen",Mariellen,MacKay,R,Hillsborough,30,Hillsborough-30,377136,85,85,38,41,6,0,256,131,7.1,51.2,C,-2,-0.8,50.4,C,,"MacKay, Mariellen",51.2,-2.0,C
Rep. Bob Rimol (R),"Rimol, Bob",Bob,Rimol,R,Rockingham,5,Rockingham-5,408403,85,85,7,7,71,0,256,128.5,83.5,50.2,Inc,0,0.0,50.2,Inc,,"Rimol, Bob",50.2,0.0,Inc
Rep. Gary Azarian (R),"Azarian, Gary",Gary,Azarian,R,Rockingham,8,Rockingham-8,376901,13,85,0,0,13,0,34,17,100,50,Inc,0,0.0,50,Inc,,"Azarian, Gary",50,0.0,Inc
Rep. Robert Hull (R),"Hull, Robert",Robert,Hull,R,Grafton,9,Grafton-9,377239,85,85,0,0,85,0,256,128,100,50,Inc,0,0.0,50,Inc,,"Hull, Robert",50,0.0,Inc
Rep. Robert Walsh (D),"Walsh, Robert",Robert,Walsh,D,Hillsborough,11,Hillsborough-11,376882,85,85,0,0,85,0,256,128,100,50,Inc,0,0.0,50,Inc,,"Walsh, Robert",50,0.0,Inc
Rep. Skylar Boutin (R),"Boutin, Skylar",Skylar,Boutin,R,Grafton,2,Grafton-2,408290,85,85,24,28,33,0,256,127.5,38.8,49.8,C-,0,0.0,49.8,C-,,"Boutin, Skylar",49.8,0.0,C-
Rep. Jason Janvrin (R),"Janvrin, Jason",Jason,Janvrin,R,Rockingham,20,Rockingham-20,408422,85,85,32,38,15,0,256,127.5,17.6,49.8,C-,0,0.0,49.8,C-,,"Janvrin, Jason",49.8,0.0,C-
Rep. Patricia Dowling (R),"Dowling, Patricia",Patricia,Dowling,R,Rockingham,6,Rockingham-6,375063,85,85,26,24,35,0,256,127,41.2,49.6,C-,0,0.0,49.6,C-,,"Dowling, Patricia",49.6,0.0,C-
Rep. Robert Elliott (R),"Elliott, Robert",Robert,Elliott,R,Rockingham,8,Rockingham-8,376744,85,85,39,38,8,0,256,131,9.4,51.2,C,-5,-2.0,49.2,C-,,"Elliott, Robert",51.2,-5.0,C-
Rep. Martin Bove (R),"Bove, Martin",Martin,Bove,R,Rockingham,5,Rockingham-5,375816,85,85,38,41,6,0,256,125,7.1,48.8,C-,-1,-0.4,48.4,C-,,"Bove, Martin",48.8,-1.0,C-
Rep. John Fothergill (R),"Fothergill, John",John,Fothergill,R,Coos,1,Coos-1,377226,85,85,42,40,3,0,256,135.5,3.5,52.9,C,-12.5,-4.9,48,C-,,"Fothergill, John",52.9,-12.5,C-
Rep. David Cote (D),"Cote, David",David,Cote,D,Hillsborough,31,Hillsborough-31,374413,85,85,1,6,78,0,256,122,91.8,47.7,Inc,0,0.0,47.7,Inc,,"Cote, David",47.7,0.0,Inc
Rep. Gene Chandler (R),"Chandler, Gene",Gene,Chandler,R,Carroll,1,Carroll-1,370346,85,85,0,0,7,78,256,128,8.2,50,Speaker,-6.5,-2.5,47.5,Speaker,,"Chandler, Gene",50,-6.5,Speaker
Rep. Rio Tilton (R),"Tilton, Rio",Rio,Tilton,R,Rockingham,37,Rockingham-37,377323,85,85,5,13,67,0,256,121,78.8,47.3,Inc,0,0.0,47.3,Inc,,"Tilton, Rio",47.3,0.0,Inc
Rep. Dan Wolf (R),"Wolf, Dan",Dan,Wolf,R,Merrimack,5,Merrimack-5,802694,85,85,27,35,23,0,256,121.5,27.1,47.5,C-,-1,-0.4,47.1,C-,,"Wolf, Dan",47.5,-1.0,C-
Rep. Armand Forest (D),"Forest, Armand",Armand,Forest,D,Hillsborough,18,Hillsborough-18,376705,85,85,4,11,70,0,256,115.5,82.4,45.1,Inc,0,0.0,45.1,Inc,,"Forest, Armand",45.1,0.0,Inc
Rep. James Grenier (R),"Grenier, James",James,Grenier,R,Sullivan,7,Sullivan-7,377108,85,85,35,43,7,0,256,117.5,8.2,45.9,C-,-2,-0.8,45.1,C-,,"Grenier, James",45.9,-2.0,C-
Rep. Charlie St. Clair (D),"St. Clair, Charlie",Charlie,St. Clair,D,Belknap,9,Belknap-9,408811,85,85,18,31,36,0,256,112,42.4,43.8,C-,2,0.8,44.6,C-,,"St. Clair, Charlie",43.8,2.0,C-
Rep. Karel Crawford (R),"Crawford, Karel",Karel,Crawford,R,Carroll,4,Carroll-4,377087,85,85,24,35,26,0,256,113,30.6,44.1,C-,-1,-0.4,43.7,C-,,"Crawford, Karel",44.1,-1.0,C-
Rep. Matthew Scruton (R),"Scruton, Matthew",Matthew,Scruton,R,Strafford,12,Strafford-12,408442,85,85,33,51,1,0,256,110.5,1.2,43.2,C-,0,0.0,43.2,C-,,"Scruton, Matthew",43.2,0.0,C-
Rep. Carolyn Gargasz (R),"Gargasz, Carolyn",Carolyn,Gargasz,R,Hillsborough,27,Hillsborough-27,376336,85,85,31,38,16,0,256,122.5,18.8,47.9,C-,-12.5,-4.9,43,C-,,"Gargasz, Carolyn",47.9,-12.5,C-
Rep. Charles McMahon (R),"McMahon, Charles",Charles,McMahon,R,Rockingham,7,Rockingham-7,376498,85,85,40,44,1,0,256,124.5,1.2,48.6,C-,-14.5,-5.7,42.9,C-,,"McMahon, Charles",48.6,-14.5,C-
Rep. Caroletta Alicea (D),"Alicea, Caroletta",Caroletta,Alicea,D,Merrimack,8,Merrimack-8,377060,85,85,7,23,55,0,256,108,64.7,42.2,Inc,0,0.0,42.2,Inc,,"Alicea, Caroletta",42.2,0.0,Inc
Rep. Brenda Willis (R),"Willis, Brenda",Brenda,Willis,R,Rockingham,6,Rockingham-6,408409,85,85,33,41,11,0,256,108,12.9,42.2,C-,0,0.0,42.2,C-,,"Willis, Brenda",42.2,0.0,C-
Rep. Michael McCarthy (R),"McCarthy, Michael",Michael,McCarthy,R,Hillsborough,29,Hillsborough-29,376839,85,85,31,46,8,0,256,107.5,9.4,42,C-,0,0.0,42,C-,,"McCarthy, Michael",42,0.0,C-
Rep. Rebecca McBeath (D),"McBeath, Rebecca",Rebecca,McBeath,D,Rockingham,26,Rockingham-26,377309,85,85,6,18,61,0,256,117.5,71.8,45.9,Inc,-12,-4.7,41.2,Inc,,"McBeath, Rebecca",45.9,-12.0,Inc
Rep. Dale Sprague (D),"Sprague, Dale",Dale,Sprague,D,Strafford,18,Strafford-18,376769,85,85,15,31,39,0,256,105.5,45.9,41.2,C-,0,0.0,41.2,C-,,"Sprague, Dale",41.2,0.0,C-
Rep. Timothy Smith (D),"Smith, Timothy",Timothy,Smith,D,Hillsborough,17,Hillsborough-17,377170,85,85,11,28,46,0,256,102.5,54.1,40,Inc,0.5,0.2,40.2,Inc,,"Smith, Timothy",40,0.5,Inc
Rep. Judith Spang (D),"Spang, Judith",Judith,Spang,D,Strafford,6,Strafford-6,376278,85,85,10,31,44,0,256,104,51.8,40.6,Inc,-2,-0.8,39.8,Inc,,"Spang, Judith",40.6,-2.0,Inc
Rep. Jessica Ayala (D),"Ayala, Jessica",Jessica,Ayala,D,Hillsborough,31,Hillsborough-31,999999,85,85,16,36,33,0,256,100,38.8,39.1,D+,0,0.0,39.1,D+,,"Ayala, Jessica",39.1,0.0,D+
Rep. Roger Berube (D),"Berube, Roger",Roger,Berube,D,Strafford,18,Strafford-18,375965,85,85,18,42,25,0,256,100,29.4,39.1,D+,0,0.0,39.1,D+,,"Berube, Roger",39.1,0.0,D+
Rep. William O'Neil (D),"O'Neil, William",William,O'Neil,D,Hillsborough,9,Hillsborough-9,377198,85,85,4,22,59,0,256,99,69.4,38.7,Inc,0,0.0,38.7,Inc,,"O'Neil, William",38.7,0.0,Inc
